feature,importance
"Cuisines_North Indian, Continental, Italian, Chinese",0.0
"Cuisines_Cafe, Mexican",0.0
"Cuisines_American, Italian",0.0
"Cuisines_North Indian, Fast Food, Mughlai",0.0
"Cuisines_Chinese, North Indian, Biryani",0.0
"Cuisines_Maharashtrian, South Indian",0.0
"Cuisines_Continental, North Indian, Desserts, Beverages",0.0
"Cuisines_Bakery, North Indian",0.0
"Cuisines_Chinese, Vietnamese, Desserts",0.0
"Cuisines_North Indian, Mexican, Italian",0.0
"Cuisines_North Indian, Chinese, Mughlai, Seafood",0.0
"Cuisines_Bengali, Chinese, Rolls, North Indian, Odia, Seafood",0.0
"Cuisines_North Indian, Fast Food, Street Food",0.0
"Cuisines_North Indian, Biryani, Continental, Kebab, Beverages",0.0
"Cuisines_Fast Food, Burger, Biryani",0.0
"Cuisines_American, Asian, European",0.0
"Cuisines_Beverages, Ice Cream, Fast Food",0.0
"Cuisines_Burger, Chinese, Italian, Fast Food, Desserts, Beverages",0.0
"Cuisines_Street Food, Chinese, North Indian",0.0
"Cuisines_Pizza, Fast Food, Italian, Desserts, Beverages",0.0
"Cuisines_Cafe, Bakery",0.0
"Cuisines_Chinese, Momos, Rolls",0.0
"Cuisines_Maharashtrian, Chinese, North Indian",0.0
"Cuisines_Street Food, North Indian, Fast Food",0.0
"Cuisines_Continental, Fast Food, Salad",0.0
"Cuisines_Italian, Salad, Mexican, North Indian",0.0
"Cuisines_Malaysian, Asian",0.0
"Cuisines_Chinese, Fast Food, Seafood",0.0
"Cuisines_Biryani, South Indian",0.0
"Cuisines_North Indian, Biryani, Fast Food",0.0
"Cuisines_Biryani, North Indian, Kebab",0.0
"Cuisines_Mishti, Street Food",0.0
"Cuisines_North Indian, Mithai, Rajasthani, Desserts",0.0
"Cuisines_Arabian, North Indian, Chinese, Mughlai, Fast Food",0.0
"Cuisines_North Indian, Biryani, Beverages",0.0
"Cuisines_North Indian, Italian, Chinese, Mexican",0.0
"Cuisines_Mexican, American, Fast Food",0.0
"Cuisines_North Indian, Chinese, Maharashtrian",0.0
"Cuisines_Sushi, Asian",0.0
"Cuisines_Mithai, Beverages",0.0
"Cuisines_BBQ, Arabian, Chinese, North Indian, Desserts",0.0
"Cuisines_Healthy Food, Sandwich, Juices, Beverages",0.0
"Cuisines_Sandwich, Street Food, Beverages",0.0
"Cuisines_Chinese, Mughlai, North Indian, Biryani, Raw Meats",0.0
"Cuisines_Fast Food, Chinese, Rolls, Sandwich",0.0
Cuisines_Japanese,0.0
"Cuisines_Biryani, North Indian, Andhra",0.0
"Cuisines_Bakery, Fast Food, Biryani",0.0
"Cuisines_North Indian, Chinese, Street Food, South Indian",0.0
"Cuisines_Chinese, Indian, North Indian, Mughlai",0.0
"Cuisines_North Indian, Chinese, Kerala",0.0
"Cuisines_Street Food, North Indian, Desserts, Ice Cream, Beverages",0.0
"Cuisines_North Indian, Maharashtrian, Konkan, Biryani, Malwani",0.0
"Cuisines_North Indian, Chinese, Fast Food, Pizza, Juices",0.0
"Cuisines_American, North Indian, Chinese, Asian, Biryani, Beverages",0.0
"Cuisines_Chinese, Naga",0.0
"Cuisines_Continental, Beverages",0.0
"Cuisines_Continental, Italian, Chinese, North Indian",0.0
"Cuisines_European, Asian, Italian",0.0
"Cuisines_Mithai, Chinese, Street Food",0.0
"Cuisines_Bengali, Chinese, North Indian, Biryani",0.0
"Cuisines_Beverages, Salad, Desserts",0.0
Cuisines_BBQ,0.0
"Cuisines_Salad, Healthy Food, Beverages",0.0
"Cuisines_North Indian, Chinese, Malwani",0.0
"Cuisines_Mexican, Beverages",0.0
"Cuisines_North Indian, Rajasthani, Beverages",0.0
"Cuisines_Pizza, Bakery",0.0
"Cuisines_Chinese, Malaysian, Thai, Japanese",0.0
"Cuisines_Desserts, Burger, Beverages, Fast Food, Cafe, Bakery",0.0
"Cuisines_North Indian, Continental, Chinese, Italian, Finger Food, Momos",0.0
"Cuisines_Healthy Food, Chinese, North Indian, Asian, Continental, Fast Food",0.0
"Cuisines_Parsi, Continental, Fast Food, North Indian, Chinese",0.0
"Cuisines_Mithai, North Indian, South Indian",0.0
"Cuisines_Healthy Food, Fast Food, Sandwich, Beverages",0.0
"Cuisines_Burger, Sandwich, North Indian, Chinese",0.0
"Cuisines_Cafe, Continental",0.0
"Cuisines_BBQ, Fast Food, Kebab, Mughlai, North Indian",0.0
"Cuisines_Continental, American, Asian, North Indian, South Indian, European, Chinese, Fast Food",0.0
"Cuisines_North Indian, Malwani, Biryani",0.0
"Cuisines_Mexican, Fast Food",0.0
"Cuisines_Asian, Chinese, Thai",0.0
"Cuisines_American, Mexican, Burger, Tex-Mex",0.0
"Cuisines_Chinese, Japanese, Seafood, Fast Food, Momos",0.0
"Cuisines_South Indian, North Indian, Chinese, Street Food, Beverages",0.0
"Cuisines_Mithai, North Indian, Italian, Mexican",0.0
"Cuisines_Burger, Wraps, Sandwich, Fast Food, Beverages, Desserts",0.0
"Cuisines_Chinese, South Indian",0.0
"Cuisines_Chinese, Street Food, Fast Food",0.0
"Cuisines_Bakery, Beverages, Chinese",0.0
"Cuisines_Sandwich, Healthy Food, Beverages",0.0
"Cuisines_Lebanese, Biryani, Wraps, Rolls, Kebab",0.0
"Cuisines_Chinese, Thai, Continental, North Indian",0.0
Cuisines_Hot dogs,0.0
"Cuisines_South Indian, Chinese, Beverages",0.0
"Cuisines_North Indian, Chinese, Fast Food, Street Food, Mithai",0.0
"Cuisines_Burger, Street Food",0.0
"Cuisines_Iranian, North Indian, Mughlai, Chinese, Bakery",0.0
"Cuisines_Finger Food, North Indian, Continental, Salad, Italian",0.0
"Cuisines_North Indian, Mughlai, Biryani, Rolls",0.0
"Cuisines_North Indian, Mughlai, Rolls",0.0
"Cuisines_Mexican, American, Italian, Lebanese",0.0
"Cuisines_North Indian, Chinese, Kebab, Momos, Burger, Rolls, Biryani",0.0
"Cuisines_Fast Food, Chinese, Street Food, Bakery",0.0
"Cuisines_North Indian, Lebanese",0.0
"Cuisines_Cafe, Chinese, Fast Food",0.0
"Cuisines_Asian, Continental, Italian, North Indian",0.0
"Cuisines_Rolls, Fast Food, Chinese",0.0
"Cuisines_Biryani, Hyderabadi, Chinese",0.0
"Cuisines_North Indian, Lebanese, Mexican, Italian, American",0.0
"Cuisines_Italian, Continental, Beverages",0.0
"Cuisines_North Indian, South Indian, Fast Food, Mithai",0.0
"Cuisines_Italian, Fast Food, Beverages",0.0
"Cuisines_North Indian, Chinese, Hyderabadi",0.0
"Cuisines_Chinese, Street Food, Beverages",0.0
"Cuisines_North Indian, Mughlai, Asian, Italian",0.0
"Cuisines_Fast Food, Burger, Italian, Beverages",0.0
"Cuisines_Fast Food, Pizza, Burger",0.0
"Cuisines_Rolls, Chinese, North Indian",0.0
"Cuisines_Italian, Chinese, Beverages",0.0
"Cuisines_Pizza, Italian, Beverages, American, Fast Food, Desserts",0.0
"Cuisines_Andhra, Biryani, Chinese, North Indian, Seafood, South Indian",0.0
"Cuisines_Mithai, North Indian, Street Food",0.0
"Cuisines_Chinese, Fast Food, Rolls, Momos",0.0
"Cuisines_Maharashtrian, North Indian, Chinese",0.0
"Cuisines_Bakery, Desserts, Healthy Food",0.0
"Cuisines_Continental, Italian, Thai",0.0
"Cuisines_Chinese, Pizza, Burger, Wraps, Sandwich",0.0
"Cuisines_Andhra, Biryani, Mughlai",0.0
"Cuisines_South Indian, Bengali, North Indian, Chinese",0.0
"Cuisines_Chinese, Italian, Continental",0.0
"Cuisines_Healthy Food, Salad, Fast Food",0.0
"Cuisines_Continental, Cafe, Pizza, Fast Food, Steak",0.0
"Cuisines_North Indian, Chinese, Mughlai, Burger, Fast Food, Kebab",0.0
"Cuisines_North Indian, Chinese, Seafood, Biryani",0.0
"Cuisines_Cafe, North Indian, Chinese, Fast Food, Beverages",0.0
"Cuisines_Chinese, Asian, Thai, Vietnamese, Momos",0.0
"Cuisines_Bakery, Desserts, Cafe",0.0
"Cuisines_Italian, Street Food, Fast Food",0.0
"Cuisines_South Indian, Street Food, Seafood",0.0
"Cuisines_Biryani, North Indian, Kebab, Mughlai",0.0
"Cuisines_Biryani, North Indian, Mughlai, Beverages",0.0
"Cuisines_Finger Food, North Indian, Italian",0.0
"Cuisines_Chinese, Momos, Asian",0.0
"Cuisines_Continental, Thai, Italian, Mexican, Mediterranean",0.0
"Cuisines_Maharashtrian, North Indian",0.0
"Cuisines_Chinese, South Indian, Fast Food, Italian, Burger",0.0
"Cuisines_Bar Food, Asian, Mughlai, North Indian",0.0
"Cuisines_Biryani, Andhra, Chinese, North Indian",0.0
"Cuisines_Frozen Yogurt, Desserts",0.0
"Cuisines_Fast Food, Wraps, Sandwich, Burger, Beverages",0.0
"Cuisines_South Indian, Maharashtrian",0.0
"Cuisines_North Indian, Chinese, Thai",0.0
"Cuisines_European, Italian, Sandwich, Beverages",0.0
"Cuisines_North Indian, Momos, Desserts, Beverages",0.0
"Cuisines_Chinese, Asian, Sushi, Japanese, Thai",0.0
"Cuisines_Beverages, Fast Food, Desserts, Ice Cream, Juices",0.0
"Cuisines_Cafe, Rolls, Fast Food",0.0
"Cuisines_North Indian, Chinese, Italian, Continental",0.0
"Cuisines_European, North Indian, Burger, Mediterranean",0.0
"Cuisines_Fast Food, Burger, Wraps",0.0
"Cuisines_Continental, Steak, Salad, Cafe",0.0
"Cuisines_North Indian, Burger, Chinese, Fast Food, Beverages, Pizza, Sandwich, Momos",0.0
"Cuisines_Ice Cream, Beverages, Desserts, Cafe",0.0
"Cuisines_Desserts, Cafe",0.0
"Cuisines_Biryani, Street Food",0.0
"Cuisines_Fast Food, South Indian, Ice Cream",0.0
"Cuisines_Brazilian, Steak, South American",0.0
"Cuisines_North Indian, Chinese, Rolls, Momos, Fast Food",0.0
"Cuisines_North Indian, Biryani, Fast Food, Italian",0.0
"Cuisines_Kerala, South Indian, Biryani",0.0
"Cuisines_Beverages, Sandwich",0.0
"Cuisines_Andhra, Mughlai, Chinese, North Indian",0.0
"Cuisines_Fast Food, Lebanese",0.0
"Cuisines_Arabian, Fast Food",0.0
"Cuisines_Street Food, Bakery, Burger, Fast Food, Desserts, Ice Cream, Pizza, Sandwich",0.0
"Cuisines_Cafe, Continental, Desserts",0.0
"Cuisines_Chinese, Fast Food, North Indian",0.0
"Cuisines_Mexican, Italian",0.0
"Cuisines_Italian, Chinese, Continental, American, Pizza",0.0
"Cuisines_Biryani, North Indian, Chinese, Mughlai",0.0
"Cuisines_Cafe, Korean",0.0
"Cuisines_Kebab, Roast Chicken, Rolls",0.0
"Cuisines_Fast Food, Beverages, Wraps, Italian, Burger",0.0
"Cuisines_North Indian, Seafood, Biryani, Chinese",0.0
"Cuisines_Mughlai, Kebab",0.0
"Cuisines_Ice Cream, Desserts, Bakery",0.0
"Cuisines_Pizza, Italian, Continental, Beverages",0.0
"Cuisines_Maharashtrian, South Indian, Fast Food",0.0
"Cuisines_North Indian, Chinese, Malwani, Mexican",0.0
"Cuisines_Asian, Thai, Japanese, Poké",0.0
"Cuisines_Rajasthani, Fast Food, Mishti",0.0
"Cuisines_Fast Food, North Indian, Biryani",0.0
"Cuisines_European, Italian, Salad",0.0
"Cuisines_South Indian, North Indian, Continental",0.0
"Cuisines_North Indian, Rolls, Fast Food",0.0
"Cuisines_Chinese, Fast Food, Ice Cream",0.0
"Cuisines_Chinese, Continental, European, Mexican, Momos",0.0
"Cuisines_Italian, Continental, Mexican, North Indian, Beverages",0.0
"Cuisines_Pizza, North Indian, Street Food",0.0
"Cuisines_Italian, Mexican, Salad, Beverages",0.0
"Cuisines_North Indian, Bengali, Healthy Food",0.0
"Cuisines_North Indian, Biryani, Mughlai, Chinese",0.0
"Cuisines_North Indian, Tea, Fast Food, Beverages",0.0
"Cuisines_Hyderabadi, Biryani",0.0
"Cuisines_Biryani, North Indian, Chinese, Rolls",0.0
"Cuisines_Fast Food, Biryani, Rolls",0.0
"Cuisines_Fast Food, Ice Cream",0.0
"Cuisines_Chinese, North Indian, Lebanese, Malwani",0.0
"Cuisines_North Indian, Chinese, Fast Food, Beverages, Desserts",0.0
"Cuisines_Burger, Fast Food, Desserts",0.0
"Cuisines_Biryani, Kebab, North Indian",0.0
"Cuisines_North Indian, Tex-Mex, Italian, Chinese, Continental",0.0
"Cuisines_North Indian, Chinese, Kebab, Rolls",0.0
"Cuisines_Tea, Street Food, Maharashtrian",0.0
"Cuisines_Burger, American, Beverages",0.0
"Cuisines_North Indian, Fast Food, Chinese, Maharashtrian",0.0
"Cuisines_North Indian, Chinese, Fast Food, Mughlai",0.0
"Cuisines_North Indian, Asian, Continental",0.0
"Cuisines_Healthy Food, Salad, Continental, Juices",0.0
"Cuisines_Street Food, Mishti",0.0
"Cuisines_Continental, North Indian, Asian, Pizza",0.0
"Cuisines_North Indian, Chinese, Seafood, Asian",0.0
"Cuisines_Arabian, Afghan",0.0
"Cuisines_Continental, Italian, Momos",0.0
"Cuisines_Cafe, Iranian",0.0
"Cuisines_Bakery, Fast Food, Desserts, Beverages",0.0
"Cuisines_Beverages, Tea, Street Food, Sandwich, Fast Food",0.0
"Cuisines_Fast Food, Rolls, Biryani, North Indian",0.0
"Cuisines_Cafe, Italian, Desserts, Bakery",0.0
"Cuisines_Ice Cream, Beverages, Pizza",0.0
"Cuisines_Beverages, Coffee",0.0
"Cuisines_Momos, North Indian",0.0
"Cuisines_Continental, Chinese, Italian, Burger, Salad",0.0
"Cuisines_North Indian, Chinese, Mughlai, Hyderabadi",0.0
"Cuisines_Chinese, North Indian, Kerala, Seafood, Fast Food",0.0
"Cuisines_North Indian, South Indian, Continental, Beverages",0.0
"Cuisines_North Indian, Mughlai, Seafood, Chinese, Lucknowi",0.0
"Cuisines_Sandwich, Fast Food, Burger",0.0
"Cuisines_North Indian, South Indian, Chinese, Mithai, Bakery",0.0
"Cuisines_Burger, Afghan",0.0
"Cuisines_North Indian, Biryani, Desserts, Beverages, Wraps",0.0
"Cuisines_North Indian, Mughlai, Lebanese",0.0
"Cuisines_Biryani, Andhra, Chinese",0.0
"Cuisines_Chinese, North Indian, Street Food, South Indian, Fast Food",0.0
"Cuisines_Chinese, North Indian, Mughlai, Ice Cream",0.0
"Cuisines_Sandwich, Street Food",0.0
"Cuisines_Biryani, Kebab, Rolls",0.0
"Cuisines_Coffee, Beverages, Fast Food",0.0
"Cuisines_Continental, Kebab, Italian, Modern Indian, Finger Food, Asian, Sushi, Desserts",0.0
"Cuisines_Sandwich, Wraps, Healthy Food, Salad",0.0
"Cuisines_Mishti, Fast Food",0.0
"Cuisines_North Indian, Biryani, Maharashtrian",0.0
"Cuisines_Chinese, Fast Food, Italian, North Indian",0.0
"Cuisines_North Indian, Odia",0.0
"Cuisines_Mithai, Desserts",0.0
"Cuisines_Andhra, North Indian, Chinese, Mangalorean, Seafood, Biryani",0.0
"Cuisines_Healthy Food, Sandwich, Beverages, Desserts",0.0
"Cuisines_Andhra, South Indian",0.0
"Cuisines_Healthy Food, Continental",0.0
"Cuisines_North Indian, Mughlai, Chinese, Continental, Fast Food, Kebab",0.0
"Cuisines_North Indian, Mughlai, Biryani, Momos, Rolls",0.0
"Cuisines_Cafe, Bakery, Sandwich, Juices",0.0
"Cuisines_South Indian, Fast Food, Chinese, Mexican, Juices",0.0
"Cuisines_Finger Food, North Indian, Chinese",0.0
"Cuisines_Cafe, North Indian, Healthy Food, Desserts",0.0
"Cuisines_North Indian, Rolls, Street Food",0.0
"Cuisines_Mexican, Continental, Italian, Chinese",0.0
"Cuisines_Kerala, Seafood, Biryani",0.0
"Cuisines_Bengali, Mughlai",0.0
"Cuisines_Cafe, Chinese, Italian, Continental, North Indian, Mexican, Momos",0.0
"Cuisines_Pizza, Salad",0.0
"Cuisines_Chinese, North Indian, Mughlai, Desserts, Momos",0.0
"Cuisines_Fast Food, North Indian, Desserts",0.0
"Cuisines_Street Food, North Indian, Continental, Momos",0.0
"Cuisines_Seafood, Biryani, South Indian, Chettinad, Chinese, Arabian, Andhra, Kerala",0.0
"Cuisines_Asian, Chinese, Momos, Thai",0.0
"Cuisines_European, North Indian, Continental",0.0
"Cuisines_Biryani, Mughlai, Chinese, Street Food",0.0
"Cuisines_Healthy Food, Chinese",0.0
"Cuisines_Finger Food, Asian, Continental, North Indian, Pizza",0.0
"Cuisines_South Indian, Lebanese, Fast Food",0.0
"Cuisines_Pizza, Chinese, North Indian",0.0
"Cuisines_Bakery, Desserts, Beverages, Fast Food",0.0
"Cuisines_North Indian, Salad",0.0
"Cuisines_Fast Food, Ice Cream, Desserts",0.0
"Cuisines_Salad, Beverages",0.0
"Cuisines_Bar Food, Italian, Chinese",0.0
"Cuisines_Beverages, Ice Cream, Desserts, Sandwich, North Indian",0.0
"Cuisines_Fast Food, Bengali, Chinese",0.0
"Cuisines_North Indian, Mughlai, Afghan",0.0
"Cuisines_Rolls, Chinese, North Indian, Momos",0.0
"Cuisines_Lebanese, Wraps",0.0
"Cuisines_European, Italian, American, Burger, Juices, Healthy Food, Salad",0.0
"Cuisines_Continental, North Indian, Mughlai, Chinese, Beverages",0.0
"Cuisines_Street Food, Burger, Continental, Desserts",0.0
"Cuisines_Chinese, Italian",0.0
"Cuisines_North Indian, Italian, Chinese, Continental, Seafood",0.0
"Cuisines_Chinese, Maharashtrian, Fast Food",0.0
"Cuisines_Cafe, Desserts, Fast Food",0.0
"Cuisines_Beverages, Juices, Desserts",0.0
"Cuisines_Fast Food, South Indian, North Indian, Beverages",0.0
"Cuisines_Cafe, American, Pizza",0.0
"Cuisines_Asian, Thai, North Indian, Chinese",0.0
"Cuisines_Ice Cream, Street Food, Fast Food",0.0
"Cuisines_Pizza, Italian, Chinese, Burger, Sandwich, Momos, Beverages",0.0
"Cuisines_North Indian, Biryani, Andhra, Chinese",0.0
"Cuisines_Pizza, Burger, Fast Food, North Indian, Beverages",0.0
"Cuisines_Healthy Food, Italian, Burger, Sandwich",0.0
"Cuisines_Italian, North Indian, Chinese, Continental, Mediterranean",0.0
"Cuisines_Biryani, North Indian, South Indian, Andhra",0.0
"Cuisines_North Indian, Ice Cream",0.0
"Cuisines_Asian, Japanese, Korean, Chinese, Momos, Thai",0.0
"Cuisines_North Indian, South Indian, Chinese, Street Food, Fast Food, Mithai, Desserts, Bakery",0.0
"Cuisines_Chinese, Italian, Continental, Momos",0.0
"Cuisines_Continental, Mediterranean, Italian, North Indian, Finger Food, Chinese",0.0
"Cuisines_Sandwich, Fast Food, Salad",0.0
"Cuisines_Chinese, Fast Food, Pizza",0.0
"Cuisines_South Indian, North Indian, Beverages",0.0
"Cuisines_Chinese, Beverages",0.0
"Cuisines_Kebab, Italian, Pizza, Desserts, Beverages",0.0
"Cuisines_Chinese, North Indian, Fast Food, Mughlai",0.0
"Cuisines_Cafe, Italian, Healthy Food, Salad, Burger, Sandwich, Wraps, Beverages",0.0
"Cuisines_Desserts, Mithai",0.0
"Cuisines_Pizza, Burger, Fast Food, Wraps",0.0
Cuisines_Asian,0.0
"Cuisines_Healthy Food, Juices, Salad, Continental, Sandwich",0.0
"Cuisines_American, Continental, Burger, Italian, Pizza, Beverages",0.0
"Cuisines_North Indian, Lebanese, Mediterranean, Mughlai",0.0
"Cuisines_Fast Food, Continental, Burger",0.0
"Cuisines_Chinese, Momos, Sushi, Thai, Asian, Poké, Vietnamese, Japanese",0.0
"Cuisines_Fast Food, Momos",0.0
"Cuisines_Healthy Food, Beverages, Salad, Juices",0.0
"Cuisines_North Indian, Street Food, Mithai",0.0
"Cuisines_Fast Food, Pizza, Sandwich",0.0
"Cuisines_Beverages, Healthy Food",0.0
"Cuisines_Beverages, Ice Cream, Coffee",0.0
"Cuisines_Cafe, Tea, Beverages",0.0
"Cuisines_Biryani, Mughlai, Kebab, North Indian",0.0
"Cuisines_Asian, Chinese, Sushi, Thai, Japanese, Poké",0.0
"Cuisines_Cafe, French, European, Desserts, Salad",0.0
"Location_D-Block, Sector 63, Noida",0.0
"Cuisines_Burger, Beverages",0.0
"Cuisines_Cafe, American, Desserts",0.0
"Cuisines_Pizza, Fast Food, Burger, Sandwich, Desserts",0.0
"Cuisines_Continental, North Indian, Asian, Thai",0.0
"Cuisines_Tibetan, Chinese, Continental, Momos",0.0
"Cuisines_Bakery, Fast Food, Street Food",0.0
"Cuisines_Beverages, Healthy Food, Sandwich",0.0
"Cuisines_South Indian, North Indian, Street Food",0.0
"Cuisines_North Indian, Chinese, Street Food, Juices",0.0
"Cuisines_Bakery, Street Food, North Indian",0.0
"Cuisines_Rolls, Sandwich, Burger, Beverages",0.0
"Cuisines_Cafe, Continental, Burger",0.0
"Cuisines_Chinese, Thai, Seafood, Momos",0.0
"Cuisines_Fast Food, Rolls, North Indian, Beverages",0.0
"Cuisines_North Indian, South Indian, Chinese, Beverages, Ice Cream",0.0
"Cuisines_Street Food, North Indian, South Indian, Mithai, Beverages",0.0
"Cuisines_Andhra, North Indian",0.0
"Cuisines_Salad, Fast Food, South Indian, North Indian",0.0
"Cuisines_Arabian, Middle Eastern, Biryani, Mughlai, Fast Food",0.0
"Cuisines_Mughlai, Biryani, Kebab, North Indian",0.0
"Cuisines_South Indian, Kerala, Biryani",0.0
"Cuisines_Healthy Food, Sandwich, Desserts, European, Italian, American, Bakery, Beverages",0.0
"Cuisines_North Indian, Chinese, Mughlai, Italian",0.0
"Cuisines_German, Continental, Beverages",0.0
"Cuisines_Beverages, Juices, North Indian",0.0
"Cuisines_Chinese, Thai, Momos",0.0
"Cuisines_American, Burger, Sandwich, Juices, Beverages",0.0
"Cuisines_North Indian, Chinese, Fast Food, Momos",0.0
"Cuisines_North Indian, Chinese, Mughlai, South Indian",0.0
"Cuisines_Maharashtrian, Fast Food, Street Food, Sandwich",0.0
"Cuisines_Korean, Sushi",0.0
"Cuisines_Italian, North Indian",0.0
"Cuisines_Mithai, Street Food, Fast Food",0.0
"Cuisines_Rolls, Sandwich, Fast Food, Beverages",0.0
"Cuisines_Chinese, North Indian, Continental",0.0
"Cuisines_Cafe, Healthy Food, Italian",0.0
"Cuisines_Italian, Cafe, Salad",0.0
"Cuisines_North Indian, Chinese, Bengali, Kebab",0.0
"Cuisines_North Indian, South Indian, Street Food, Chinese, Beverages",0.0
"Cuisines_Tibetan, Chinese",0.0
"Cuisines_Andhra, Biryani, Chinese, North Indian, South Indian",0.0
"Cuisines_Cafe, American, Fast Food",0.0
"Cuisines_Fast Food, Burger, Sandwich",0.0
"Cuisines_North Indian, Bengali, Fast Food",0.0
"Cuisines_Cafe, Italian, Chinese, Continental, Beverages",0.0
"Cuisines_Cafe, European, Continental",0.0
"Cuisines_Chinese, North Indian, Bengali, Salad",0.0
Cuisines_Finger Food,0.0
"Cuisines_Bakery, Desserts, Fast Food, Beverages",0.0
"Cuisines_Hyderabadi, Arabian, Chinese, Mughlai",0.0
"Cuisines_North Indian, Chinese, Finger Food",0.0
"Cuisines_North Indian, South Indian, Biryani, Beverages",0.0
"Cuisines_Continental, Chinese, Fast Food, Momos",0.0
"Cuisines_North Indian, Street Food, Beverages",0.0
"Cuisines_Arabian, Mughlai, Chinese, Fast Food",0.0
"Cuisines_Indian, Chinese, Fast Food, Mughlai",0.0
"Cuisines_Fast Food, Juices, Beverages",0.0
"Cuisines_Fast Food, Kebab",0.0
"Cuisines_Fast Food, Pizza, Sandwich, Desserts",0.0
"Cuisines_Street Food, Fast Food, Pizza",0.0
"Cuisines_Asian, North Indian, European, Continental, Finger Food",0.0
"Cuisines_Street Food, Biryani, North Indian, Chinese",0.0
"Cuisines_Mughlai, Biryani, North Indian",0.0
"Cuisines_Continental, North Indian, Asian, Italian",0.0
"Cuisines_North Indian, Chinese, Biryani, Street Food",0.0
"Cuisines_South Indian, Chinese, Fast Food",0.0
"Cuisines_Street Food, South Indian, Maharashtrian",0.0
"Cuisines_Fast Food, Burger, Sandwich, Beverages",0.0
"Cuisines_North Indian, Italian, Chinese, Continental",0.0
"Cuisines_Chinese, Thai, Burmese",0.0
"Cuisines_Chinese, Continental, North Indian, Italian, South Indian",0.0
"Cuisines_Asian, Chinese, Japanese, Thai",0.0
"Cuisines_Cafe, Continental, Fast Food, Pizza, Italian, Burger, Chinese, Desserts",0.0
"Cuisines_Continental, Chinese, North Indian",0.0
"Cuisines_Cafe, American, Fast Food, Salad",0.0
"Cuisines_Italian, Pizza, Desserts, Beverages",0.0
"Cuisines_Biryani, North Indian, Hyderabadi, Mughlai",0.0
"Cuisines_Tea, Street Food",0.0
"Cuisines_Continental, Italian, Lebanese, Desserts, Beverages",0.0
"Cuisines_Burger, Fast Food, Chinese",0.0
"Cuisines_Seafood, Chinese",0.0
"Cuisines_Cafe, Beverages, Fast Food",0.0
"Cuisines_Kerala, North Indian, Chinese, Seafood",0.0
"Cuisines_Continental, Mexican, Italian, American",0.0
"Cuisines_Biryani, Kerala, Seafood, South Indian",0.0
"Cuisines_Chinese, American",0.0
"Cuisines_Mughlai, Chinese, Fast Food",0.0
"Cuisines_Desserts, Ice Cream, Fast Food",0.0
"Cuisines_Hyderabadi, North Indian",0.0
"Cuisines_Cafe, North Indian, Chinese, Fast Food",0.0
"Cuisines_Pizza, Burger, Fast Food, Beverages",0.0
"Cuisines_Mangalorean, North Indian, Seafood, Chinese, Biryani",0.0
"Cuisines_German, Burger, Fast Food, Cafe",0.0
"Cuisines_Chinese, North Indian, Thai, Momos",0.0
"Cuisines_American, Sandwich, Burger",0.0
"Cuisines_Bakery, Beverages",0.0
"Cuisines_Cafe, Italian, Lebanese, Healthy Food",0.0
"Cuisines_Healthy Food, Street Food, Desserts, Beverages",0.0
"Cuisines_Raw Meats, North Indian",0.0
"Cuisines_Pizza, Italian, Salad",0.0
"Cuisines_North Indian, Mughlai, Beverages, Fast Food",0.0
"Cuisines_Juices, Healthy Food",0.0
"Cuisines_Italian, Fast Food, Steak",0.0
"Cuisines_North Indian, South Indian, Biryani",0.0
"Cuisines_European, Italian, Burger, Salad, Healthy Food",0.0
"Cuisines_North Indian, Chinese, Momos, Rolls",0.0
"Cuisines_Continental, Finger Food, North Indian, Chinese",0.0
"Cuisines_African, Burger, Fast Food, Beverages, Desserts",0.0
"Cuisines_North Indian, Chinese, Continental, South Indian, Mexican",0.0
"Cuisines_Mughlai, Biryani, Chinese",0.0
"Cuisines_Fast Food, North Indian, Rolls",0.0
"Cuisines_North Indian, Chinese, Rajasthani, Gujarati, Hyderabadi, Kashmiri, Kerala",0.0
"Cuisines_Chinese, Asian, Beverages",0.0
"Cuisines_Arabian, North Indian, Awadhi, Chinese",0.0
"Cuisines_American, Asian, Continental",0.0
"Cuisines_Rolls, Chinese, Fast Food",0.0
"Cuisines_North Indian, South Indian, Chinese, Beverages, Continental",0.0
"Cuisines_South Indian, North Indian, Chinese, Continental",0.0
"Cuisines_North Indian, Italian, Chinese, Continental, Thai",0.0
"Cuisines_Chinese, Continental, Fast Food",0.0
"Cuisines_North Indian, Seafood, Fast Food, Continental, Chinese, Desserts, Mughlai",0.0
"Cuisines_North Indian, Biryani, Lebanese",0.0
"Cuisines_North Indian, Italian, Chinese",0.0
"Cuisines_Bakery, Chinese, North Indian, Italian",0.0
"Cuisines_Cafe, American, Chinese, Continental, North Indian, Italian",0.0
"Cuisines_North Indian, Arabian",0.0
"Cuisines_Beverages, Fast Food, Chinese",0.0
"Cuisines_Fast Food, North Indian, South Indian",0.0
"Cuisines_Thai, Seafood",0.0
"Cuisines_Pizza, Burger",0.0
"Cuisines_Goan, Seafood",0.0
"Cuisines_North Indian, Momos, Rolls, Fast Food",0.0
"Cuisines_North Eastern, North Indian, Chinese",0.0
"Cuisines_American, Continental, Fast Food, Beverages",0.0
"Cuisines_Chinese, Fast Food, Street Food",0.0
"Cuisines_Continental, Asian, Italian",0.0
