feature,importance
"Cuisines_Burger, Belgian, Fast Food, Desserts",0.0
"Cuisines_Odia, North Indian, Chinese",0.0
"Cuisines_North Indian, Chinese, Momos, Mughlai",0.0
"Cuisines_Raw Meats, Naga",0.0
"Cuisines_North Indian, South Indian, Chinese, Bakery",0.0
"Cuisines_Korean, Momos, Asian",0.0
"Cuisines_Fast Food, Burger, American, Wraps",0.0
"Cuisines_Andhra, Chinese, Biryani",0.0
"Cuisines_Rolls, Biryani",0.0
"Cuisines_South Indian, Fast Food, North Indian, Chinese, Biryani",0.0
"Cuisines_North Indian, Chinese, Mithai",0.0
"Cuisines_European, American, Bakery, Salad",0.0
Cuisines_Arabian,0.0
"Cuisines_Fast Food, Pizza, Rolls, Sandwich",0.0
"Cuisines_North Indian, South Indian, Italian, Continental, Mediterranean, Lebanese, Desserts, Beverages",0.0
"Cuisines_Sandwich, Fast Food",0.0
"Cuisines_North Indian, Rolls, Desserts",0.0
"Cuisines_Burger, Fast Food, Beverages, Cafe, Desserts",0.0
"Cuisines_Chinese, Momos, Thai",0.0
"Cuisines_North Indian, Street Food, Beverages, Chinese",0.0
"Cuisines_North Indian, Fast Food, Chinese, South Indian",0.0
Cuisines_Kebab,0.0
"Cuisines_Continental, Fast Food",0.0
"Cuisines_Asian, Thai, Japanese, Chinese, Momos",0.0
"Cuisines_Lebanese, Rolls, Fast Food",0.0
"Cuisines_North Indian, Gujarati",0.0
"Cuisines_Tea, Beverages, Fast Food",0.0
"Cuisines_Cafe, Chinese, Italian, North Indian, Juices, Momos",0.0
"Cuisines_Cafe, Healthy Food, Beverages, Italian, North Indian",0.0
"Cuisines_Biryani, Fast Food, Beverages",0.0
"Cuisines_Bakery, Fast Food, Desserts, North Indian",0.0
"Cuisines_North Indian, Biryani, Chinese",0.0
"Cuisines_Cafe, Italian, Continental",0.0
"Cuisines_North Indian, Asian, Healthy Food",0.0
"Cuisines_South Indian, North Indian, Andhra",0.0
"Cuisines_Fast Food, North Indian",0.0
"Cuisines_Arabian, Biryani",0.0
"Cuisines_Mughlai, North Indian, Continental, Modern Indian, Street Food",0.0
"Cuisines_Fast Food, Lebanese, Beverages",0.0
"Cuisines_North Indian, Chinese, Momos",0.0
"Cuisines_North Indian, Chinese, South Indian, Continental",0.0
"Cuisines_North Indian, Continental",0.0
"Cuisines_Beverages, Street Food",0.0
"Cuisines_Fast Food, Chinese, Momos",0.0
"Cuisines_Cafe, Momos, North Indian, Desserts",0.0
"Cuisines_North Indian, Chinese, Italian, Continental, Thai",0.0
"Cuisines_Chinese, Fast Food, Ice Cream, Beverages",0.0
"Cuisines_Fast Food, Mithai, Bakery",0.0
"Cuisines_Chinese, North Indian, Fast Food, Momos",0.0
"Cuisines_American, North Indian, Finger Food",0.0
"Cuisines_Chinese, Fast Food, South Indian, North Indian",0.0
"Cuisines_North Indian, South Indian, Continental",0.0
"Cuisines_Biryani, North Indian, Chinese",0.0
"Cuisines_Continental, North Indian, BBQ, Steak",0.0
"Cuisines_Sandwich, Beverages, Fast Food",0.0
"Cuisines_Mithai, North Indian, South Indian, Chinese",0.0
"Cuisines_Healthy Food, Fast Food, Beverages",0.0
"Cuisines_South Indian, Biryani, Hyderabadi, Fast Food, Chinese",0.0
"Cuisines_Bengali, Chinese, North Indian",0.0
"Cuisines_Fast Food, Momos, Desserts, Beverages",0.0
"Cuisines_Chinese, Continental, Burger, Pizza",0.0
"Cuisines_North Indian, Kebab",0.0
"Cuisines_North Indian, Maharashtrian, Chinese",0.0
"Cuisines_Biryani, Awadhi, Beverages, Desserts",0.0
"Cuisines_North Indian, South Indian, Chinese, Fast Food, Mithai",0.0
"Cuisines_Continental, Italian, American",0.0
"Cuisines_Mithai, North Indian, Street Food, Chinese, South Indian",0.0
"Cuisines_Desserts, Beverages, Healthy Food",0.0
"Cuisines_Rolls, Salad, Sandwich",0.0
Cuisines_North Eastern,0.0
"Cuisines_Biryani, North Indian, Chinese, Arabian",0.0
"Cuisines_Seafood, Chinese, Fast Food, North Indian, Maharashtrian",0.0
"Cuisines_North Indian, Healthy Food, South Indian",0.0
"Cuisines_North Indian, Rolls, Biryani",0.0
"Cuisines_North Indian, Asian",0.0
"Cuisines_Street Food, North Indian, South Indian, Mithai",0.0
"Cuisines_Bengali, Mithai",0.0
"Cuisines_Fast Food, Chinese, Asian, Thai",0.0
"Cuisines_Arabian, North Indian, Biryani, Mughlai, BBQ, Salad, Fast Food, Desserts",0.0
"Cuisines_Continental, Juices, American, Fast Food, Italian, Ice Cream",0.0
"Cuisines_North Indian, Chinese, Biryani, Desserts, Beverages",0.0
"Cuisines_Desserts, Fast Food, Beverages",0.0
"Cuisines_Mexican, American, Italian, Burger",0.0
"Cuisines_Beverages, Lebanese, Arabian",0.0
"Cuisines_South Indian, Fast Food, Chinese",0.0
"Cuisines_Maharashtrian, Seafood",0.0
"Cuisines_Japanese, Thai, Chinese",0.0
"Cuisines_Fast Food, Healthy Food, Burger, Rolls",0.0
"Cuisines_North Indian, Mughlai, Biryani, Rolls, Momos",0.0
"Cuisines_Cafe, Continental, Italian, Beverages",0.0
"Cuisines_Kashmiri, North Indian, Mughlai, Seafood",0.0
"Cuisines_Desserts, Juices",0.0
"Cuisines_Fast Food, Burger, Beverages",0.0
"Cuisines_Continental, Chinese, Thai, Italian, BBQ, Steak",0.0
"Cuisines_Chinese, Asian, South Indian",0.0
"Cuisines_Fast Food, Pizza, Chinese",0.0
"Cuisines_Seafood, Rolls, BBQ",0.0
"Cuisines_Bakery, Cafe, Fast Food",0.0
"Cuisines_Wraps, Healthy Food, Sandwich, Salad",0.0
"Cuisines_Bengali, North Indian, Chinese",0.0
"Cuisines_Seafood, North Indian",0.0
"Cuisines_Cafe, Fast Food, Chinese",0.0
"Cuisines_Kerala, Chinese",0.0
"Cuisines_Beverages, Rolls, Sandwich",0.0
"Cuisines_North Indian, Seafood, Chinese",0.0
"Cuisines_Cafe, Bakery, Fast Food",0.0
"Cuisines_North Indian, Continental, Healthy Food",0.0
"Cuisines_Biryani, Beverages",0.0
"Cuisines_Mithai, Street Food, North Indian, South Indian, Bakery, Chinese, Fast Food",0.0
"Cuisines_Healthy Food, Sandwich, Beverages",0.0
"Cuisines_Italian, Continental, Chinese, Mexican, Fast Food, Street Food, Desserts",0.0
"Cuisines_Mexican, Italian, Modern Indian",0.0
"Cuisines_Street Food, South Indian",0.0
"Cuisines_Andhra, South Indian, North Indian, Biryani, Chinese, Beverages",0.0
"Cuisines_North Indian, Mughlai, Chinese, Continental",0.0
"Cuisines_Kerala, Biryani",0.0
"Cuisines_Street Food, Maharashtrian",0.0
"Cuisines_Italian, Mexican, Continental, North Indian, Finger Food",0.0
"Cuisines_Biryani, North Indian, Rolls",0.0
"Cuisines_Italian, Mexican",0.0
"Cuisines_Rolls, Kebab, Mughlai, North Indian",0.0
"Cuisines_North Indian, Fast Food, Biryani, Rolls, Wraps",0.0
"Cuisines_North Indian, Chinese, Italian",0.0
"Cuisines_Cafe, Desserts, French, Bakery, European",0.0
"Cuisines_Salad, Continental, Italian, Mexican, Desserts, Beverages",0.0
"Cuisines_Sandwich, Chinese, Fast Food, Beverages",0.0
"Cuisines_North Indian, Biryani, Rolls",0.0
"Cuisines_Chinese, South Indian, Fast Food, North Indian",0.0
"Cuisines_Mithai, North Indian, South Indian, Street Food, Chinese",0.0
"Cuisines_North Indian, Mughlai, Chinese, Momos",0.0
"Cuisines_Fast Food, Street Food, North Indian",0.0
"Cuisines_Mithai, North Indian, Fast Food, Desserts, South Indian, Street Food, Bakery, Chinese",0.0
"Cuisines_Asian, Continental, European",0.0
"Cuisines_North Indian, Chinese, Kebab, Mughlai",0.0
"Cuisines_Cafe, Desserts, Sandwich",0.0
"Cuisines_Continental, North Indian, Italian",0.0
"Cuisines_Chinese, Asian, Momos",0.0
"Cuisines_North Indian, Sandwich",0.0
"Cuisines_Desserts, Bakery, Fast Food",0.0
"Cuisines_Biryani, North Indian, Rolls, Kashmiri, Mughlai",0.0
"Cuisines_Sandwich, Fast Food, Beverages, Mexican, Desserts",0.0
"Cuisines_Fast Food, North Indian, Mishti",0.0
"Cuisines_South Indian, North Indian, Biryani",0.0
"Cuisines_Cafe, Healthy Food, Salad, Beverages",0.0
"Cuisines_Mangalorean, Chinese, North Indian",0.0
"Cuisines_Biryani, North Indian, Andhra, Chinese",0.0
"Cuisines_Rolls, Sandwich, Fast Food",0.0
"Cuisines_North Indian, Chinese, Continental",0.0
"Cuisines_North Indian, Biryani, Mughlai",0.0
"Cuisines_European, Mediterranean",0.0
"Cuisines_North Indian, Street Food, Fast Food, Chinese",0.0
"Cuisines_Chinese, Thai, Tibetan, Japanese, Momos",0.0
"Cuisines_Fast Food, Chinese, Mughlai, Rolls",0.0
"Cuisines_Italian, Street Food",0.0
"Cuisines_Mithai, Fast Food, South Indian",0.0
"Cuisines_Continental, North Indian, Seafood, Cafe, Salad, Chinese",0.0
"Cuisines_Burger, Fast Food, Beverages, Sandwich, Wraps",0.0
"Cuisines_North Indian, Chinese, Continental, Fast Food, Pizza",0.0
"Cuisines_Bihari, North Indian",0.0
"Cuisines_Chinese, North Indian, Continental, Beverages",0.0
"Cuisines_Continental, Asian",0.0
"Cuisines_Thai, Salad, Seafood",0.0
"Cuisines_North Indian, Mughlai, Biryani",0.0
"Cuisines_Arabian, Chinese, Continental",0.0
"Cuisines_North Indian, Seafood, Biryani",0.0
"Cuisines_Chinese, Momos, Seafood",0.0
"Cuisines_Portuguese, Wraps, Burger, Salad",0.0
"Cuisines_North Indian, Seafood, Biryani, Kerala",0.0
"Cuisines_Momos, Tibetan, Beverages",0.0
"Cuisines_Desserts, Bakery, Beverages",0.0
"Cuisines_North Indian, Charcoal Chicken, Fast Food, Mughlai, Biryani, Kebab",0.0
"Cuisines_Biryani, North Indian, Sandwich, Juices",0.0
"Cuisines_Healthy Food, Salad",0.0
"Cuisines_Cafe, Italian, Continental, Bakery",0.0
"Cuisines_North Indian, South Indian, Street Food",0.0
"Cuisines_North Indian, Chinese, Mughlai, Biryani, Beverages",0.0
"Cuisines_North Indian, Chinese, Odia",0.0
"Cuisines_Chinese, Fast Food, North Indian, Continental",0.0
"Cuisines_Mithai, Chinese, South Indian",0.0
"Cuisines_Beverages, Juices",0.0
"Cuisines_Seafood, Mughlai, North Indian",0.0
"Cuisines_Biryani, North Indian, Mughlai",0.0
"Cuisines_Cafe, Italian, Chinese, Fast Food, North Indian, Beverages",0.0
"Cuisines_Ice Cream, Beverages, Fast Food",0.0
"Cuisines_European, Italian, Continental, Salad, Beverages",0.0
"Cuisines_Continental, Thai, Italian, Salad",0.0
"Cuisines_Sandwich, Fast Food, North Indian, Street Food, Maharashtrian, Beverages",0.0
"Cuisines_Mughlai, North Indian, Biryani, Kebab",0.0
"Cuisines_American, Italian, Cafe, Salad",0.0
"Cuisines_North Indian, Cafe, Fast Food, Beverages",0.0
"Cuisines_Finger Food, American, Continental, Burger, Pizza",0.0
"Cuisines_Bar Food, Asian, North Indian, Italian",0.0
"Cuisines_Fast Food, Burger, Chinese, Beverages",0.0
"Cuisines_Cafe, Sushi, Continental, Italian",0.0
"Cuisines_Mithai, North Indian, Chinese, South Indian, Street Food, Italian, Desserts, Beverages",0.0
"Cuisines_Italian, Pizza, Salad, Lebanese",0.0
"Cuisines_North Indian, Healthy Food, Lucknowi, Awadhi, Biryani",0.0
"Cuisines_Chinese, Fast Food, North Indian, Healthy Food",0.0
"Cuisines_South Indian, North Indian, Chinese, Street Food",0.0
"Cuisines_American, Beverages, Burger, Cafe, Coffee, Desserts, Fast Food, Pizza",0.0
"Cuisines_Cafe, Salad, Italian, American, Bakery, Beverages",0.0
"Cuisines_Finger Food, European, North Indian, Mughlai",0.0
"Cuisines_Chinese, Tibetan, Thai",0.0
"Cuisines_Cafe, Fast Food, Desserts",0.0
"Cuisines_Cafe, Bakery, Italian",0.0
"Cuisines_Pizza, Burger, Fast Food",0.0
"Cuisines_Chinese, North Indian, South Indian, Fast Food, Street Food",0.0
"Cuisines_Gujarati, Rajasthani, Maharashtrian",0.0
"Cuisines_North Indian, Continental, Chinese, Italian",0.0
"Cuisines_Biryani, North Indian, South Indian, Fast Food",0.0
"Cuisines_Biryani, North Indian, Seafood, Chinese",0.0
"Cuisines_Beverages, Ice Cream, Desserts",0.0
"Cuisines_Biryani, Hyderabadi",0.0
"Cuisines_Bakery, Desserts, Sandwich",0.0
"Cuisines_Rolls, Beverages",0.0
"Cuisines_Cafe, Tea",0.0
"Cuisines_Kerala, South Indian",0.0
"Cuisines_Fast Food, Momos, Rolls",0.0
"Cuisines_North Indian, Chinese, Mughlai, Momos",0.0
"Cuisines_North Indian, Mughlai, Chinese, Kebab",0.0
"Cuisines_Continental, North Indian, Italian, Finger Food",0.0
"Cuisines_Rolls, North Indian",0.0
"Cuisines_Cafe, North Indian, Italian",0.0
"Cuisines_Pizza, Italian, Desserts, Beverages",0.0
"Cuisines_South Indian, North Indian, Fast Food, Chinese",0.0
"Cuisines_North Indian, Kebab, Mughlai",0.0
"Cuisines_Frozen Yogurt, Fast Food, Desserts, Beverages",0.0
"Cuisines_Fast Food, Desserts, Beverages",0.0
"Cuisines_North Indian, Mughlai, Chinese, Italian",0.0
"Cuisines_Mughlai, Chinese",0.0
"Cuisines_Paan, Fast Food",0.0
"Cuisines_Italian, Pizza, Salad",0.0
"Cuisines_Continental, Italian, Fast Food",0.0
"Cuisines_Pizza, Fast Food, Beverages",0.0
"Cuisines_North Indian, Continental, Italian",0.0
"Cuisines_Ice Cream, Beverages, Desserts",0.0
"Cuisines_Mithai, Street Food, Bakery",0.0
"Cuisines_Maharashtrian, Street Food",0.0
Cuisines_Parsi,0.0
"Cuisines_North Indian, South Indian, Street Food, Chinese",0.0
"Cuisines_Healthy Food, Sandwich, Salad, Burger",0.0
"Cuisines_Biryani, North Indian, Chinese, Rajasthani",0.0
"Cuisines_Afghan, BBQ, Biryani, Seafood",0.0
"Cuisines_Chinese, Bengali, Bangladeshi, Rolls",0.0
"Cuisines_Bakery, Cafe",0.0
"Cuisines_Arabian, Biryani, Burger, Sandwich, Desserts",0.0
"Cuisines_Cafe, Salad, Biryani, Chinese, Continental, Italian, Desserts, Pizza",0.0
"Cuisines_Pizza, Mexican, Italian",0.0
"Cuisines_North Indian, Chinese, South Indian, Desserts",0.0
"Cuisines_Fast Food, Coffee",0.0
Cuisines_Continental,0.0
"Cuisines_Cafe, Coffee, Tea, Desserts",0.0
"Cuisines_North Indian, Chinese, Healthy Food",0.0
"Cuisines_North Indian, Chinese, Maharashtrian, Continental",0.0
"Cuisines_Healthy Food, Salad, Continental, Desserts, Beverages",0.0
"Cuisines_Asian, Thai, Malaysian, Chinese, Japanese",0.0
"Cuisines_North Indian, Street Food, South Indian, Fast Food, Chinese",0.0
"Cuisines_North Indian, Mughlai, Italian, Chinese",0.0
"Cuisines_Biryani, Andhra, North Indian, Chinese",0.0
"Cuisines_Fast Food, Chinese, South Indian",0.0
"Cuisines_Burger, Fast Food, Continental",0.0
"Cuisines_Coffee, Cafe, Fast Food, Desserts, Beverages",0.0
"Cuisines_Cafe, Fast Food, Beverages, Desserts, Tea",0.0
"Cuisines_Fast Food, Chinese, Italian, Seafood, Beverages",0.0
"Cuisines_Biryani, Andhra, South Indian, Chinese",0.0
"Cuisines_Chinese, Asian",0.0
"Cuisines_Healthy Food, Continental, Fast Food",0.0
"Cuisines_Tibetan, Momos",0.0
"Cuisines_North Indian, Pizza, Burger, Continental",0.0
"Cuisines_Awadhi, Bihari",0.0
"Cuisines_Kebab, Fast Food",0.0
"Cuisines_Kerala, South Indian, Chinese",0.0
"Cuisines_Mishti, Fast Food, South Indian, Street Food, Desserts",0.0
"Cuisines_Continental, Desserts, Beverages, Sandwich, Fast Food",0.0
"Cuisines_Fast Food, North Indian, Chinese",0.0
"Cuisines_North Indian, Tea",0.0
"Cuisines_North Indian, Biryani, Seafood",0.0
"Cuisines_Malwani, Seafood",0.0
"Cuisines_Pizza, Sandwich, Fast Food, Beverages",0.0
"Cuisines_Chinese, North Indian, Rolls, Biryani",0.0
"Cuisines_Burger, American, Fast Food",0.0
"Cuisines_Raw Meats, Fast Food, North Indian",0.0
"Cuisines_Salad, Chinese, North Indian, Continental",0.0
"Cuisines_North Indian, Chinese, South Indian, Mughlai, Biryani, Seafood",0.0
"Cuisines_Fast Food, Sandwich, Beverages, Italian",0.0
"Cuisines_Continental, North Indian, Pizza, Italian",0.0
"Cuisines_Tibetan, Chinese, Italian",0.0
"Cuisines_North Indian, Mughlai, Kebab, Chinese, Desserts",0.0
"Cuisines_Healthy Food, Fast Food, Juices",0.0
"Cuisines_Cafe, Ice Cream",0.0
"Cuisines_Malaysian, Thai, Vietnamese, Japanese, Korean, Asian, Salad",0.0
"Cuisines_Cafe, Beverages, Sandwich, Fast Food",0.0
"Cuisines_Cafe, Healthy Food, Desserts",0.0
"Cuisines_Chinese, North Indian, South Indian",0.0
"Cuisines_Chinese, Thai, Asian, Biryani, Italian, Cafe",0.0
"Cuisines_Chinese, Continental, Seafood",0.0
"Cuisines_Chinese, Italian, North Indian",0.0
"Cuisines_North Indian, Fast Food, Mithai",0.0
"Cuisines_North Indian, Bihari",0.0
"Cuisines_North Indian, Mughlai, Chinese, Burger, Fast Food, Momos",0.0
"Cuisines_Street Food, Chinese, Momos, Burger, Sandwich, Lebanese",0.0
"Cuisines_Mithai, North Indian, Chinese, South Indian",0.0
"Cuisines_Finger Food, Chinese, Continental",0.0
"Cuisines_Mughlai, North Indian, Biryani",0.0
"Cuisines_Pizza, Chinese, Italian, Continental, Desserts, Beverages, Cafe",0.0
"Cuisines_Burger, Sandwich, Finger Food",0.0
"Cuisines_Hyderabadi, Andhra, North Indian, Chinese, South Indian",0.0
"Cuisines_Rajasthani, Gujarati, Beverages, Desserts, North Indian",0.0
"Cuisines_Desserts, Bakery, Ice Cream, Beverages",0.0
"Cuisines_Street Food, North Indian, Chinese",0.0
"Cuisines_Fast Food, Mishti",0.0
"Cuisines_Italian, Healthy Food, Wraps",0.0
"Cuisines_South Indian, Street Food, Chinese",0.0
"Cuisines_Mithai, Fast Food, Street Food",0.0
"Cuisines_Fast Food, Lebanese, Rolls",0.0
"Cuisines_Italian, Beverages, Pizza",0.0
"Cuisines_North Indian, Fast Food, Rolls",0.0
"Cuisines_Fast Food, Rolls, Maharashtrian",0.0
"Cuisines_Seafood, Chinese, Continental, North Indian, Beverages, Biryani",0.0
"Cuisines_Fast Food, Beverages, Desserts",0.0
"Cuisines_Cafe, Healthy Food",0.0
"Cuisines_Momos, Fast Food, Tea",0.0
"Cuisines_North Indian, Hyderabadi",0.0
"Cuisines_Cafe, Healthy Food, Pizza, Beverages",0.0
"Cuisines_North Indian, North Eastern, Continental, Asian",0.0
"Cuisines_Chinese, Mughlai, Arabian, North Indian",0.0
"Cuisines_Momos, Ice Cream",0.0
Cuisines_Odia,0.0
"Cuisines_Chinese, North Indian, Mughlai, Malwani",0.0
"Cuisines_Cafe, North Indian, Continental, Chinese",0.0
"Cuisines_Fast Food, Bakery, Juices",0.0
"Cuisines_Healthy Food, North Indian",0.0
"Cuisines_Fast Food, Pizza, North Indian",0.0
"Cuisines_Biryani, Andhra",0.0
"Cuisines_North Indian, Lucknowi, Mughlai",0.0
"Cuisines_North Indian, South Indian, Beverages, Desserts",0.0
"Cuisines_Fast Food, Chinese, Biryani",0.0
"Cuisines_Beverages, Rolls, Biryani, BBQ",0.0
"Cuisines_Fast Food, Pizza, Italian",0.0
"Cuisines_Chinese, Thai, Seafood",0.0
"Cuisines_Pizza, Chinese",0.0
"Cuisines_South Indian, Mithai, North Indian, Chinese, Fast Food",0.0
"Cuisines_North Indian, Chinese, Fast Food, Afghan",0.0
Cuisines_Hyderabadi,0.0
"Cuisines_North Indian, Mughlai, Chinese, Seafood",0.0
"Cuisines_North Indian, Continental, Chinese, Italian, Mexican",0.0
"Cuisines_Burger, Sandwich, Wraps",0.0
"Cuisines_Continental, Fast Food, Beverages",0.0
"Cuisines_Maharashtrian, Beverages",0.0
"Cuisines_Mithai, Chinese",0.0
"Cuisines_North Indian, European, Asian, Mediterranean",0.0
"Cuisines_Chinese, Maharashtrian, North Indian, Hyderabadi",0.0
"Cuisines_North Indian, South Indian, Chinese, Seafood",0.0
"Cuisines_Cafe, Fast Food, Pizza",0.0
"Cuisines_Mughlai, Seafood, Chinese, North Indian",0.0
"Cuisines_Pizza, Chinese, Healthy Food",0.0
"Cuisines_Italian, Desserts, Continental",0.0
"Cuisines_Arabian, Mediterranean, North Indian",0.0
"Cuisines_Mughlai, Chinese, North Indian, Fast Food",0.0
"Cuisines_Cafe, Fast Food, North Indian, Italian",0.0
"Cuisines_Italian, North Indian, Continental",0.0
"Cuisines_Momos, Desserts",0.0
"Cuisines_Cafe, Italian, Chinese, Continental, Momos",0.0
"Cuisines_South Indian, Chinese, Fast Food, Burger",0.0
"Cuisines_Seafood, North Indian, Chinese, Mughlai, Biryani",0.0
"Cuisines_South Indian, Desserts",0.0
"Cuisines_North Indian, Biryani, Sandwich, Rolls",0.0
"Cuisines_Desserts, Beverages, Fast Food",0.0
"Cuisines_French, Bengali",0.0
"Cuisines_North Indian, Chinese, Malwani, Mughlai",0.0
"Cuisines_Mangalorean, North Indian, Chinese",0.0
"Cuisines_Chinese, Thai, Seafood, North Indian, Momos",0.0
"Cuisines_Fast Food, Pizza, Burger, Beverages",0.0
"Cuisines_North Indian, Mithai",0.0
"Cuisines_Continental, Italian, Mexican, North Indian",0.0
"Cuisines_Biryani, Chinese, Mughlai",0.0
"Cuisines_Bakery, Fast Food, Chinese",0.0
"Cuisines_Cafe, Bakery, Desserts",0.0
"Cuisines_Fast Food, Bar Food, European",0.0
"Cuisines_North Indian, Rolls, Beverages",0.0
"Cuisines_Beverages, Juices, Healthy Food",0.0
"Cuisines_Healthy Food, Sandwich, Salad, Beverages",0.0
"Cuisines_North Indian, South Indian, Desserts, Street Food, Mithai, Bakery, Chinese",0.0
"Cuisines_Biryani, North Indian, South Indian, Rolls",0.0
"Cuisines_North Indian, Asian, Street Food, Pizza, Burger, Biryani",0.0
"Cuisines_North Indian, Bengali, Chinese",0.0
"Cuisines_Biryani, Kebab, Healthy Food",0.0
"Cuisines_North Indian, Biryani, Mughlai, Kebab",0.0
"Cuisines_Pizza, Italian, Fast Food, Beverages, Desserts",0.0
"Cuisines_European, Italian, Fast Food, Salad, Continental, Beverages, Desserts",0.0
"Cuisines_Continental, North Indian",0.0
"Cuisines_Sandwich, Fast Food, Beverages",0.0
"Cuisines_Pizza, Italian, Cafe",0.0
"Cuisines_Burger, Sandwich, Pizza, Chinese, Beverages",0.0
Cuisines_Andhra,0.0
"Cuisines_Pizza, Italian, Fast Food",0.0
"Cuisines_North Indian, Chinese, Lebanese",0.0
"Cuisines_Mishti, South Indian, Street Food",0.0
"Cuisines_North Indian, Chinese, Continental, Momos",0.0
"Cuisines_South Indian, Chinese, Fast Food, North Indian",0.0
"Cuisines_North Indian, Chinese, Fast Food, South Indian",0.0
"Cuisines_Fast Food, Healthy Food, Beverages",0.0
"Cuisines_Pizza, Italian, Fast Food, Desserts",0.0
"Cuisines_Continental, American",0.0
"Cuisines_Maharashtrian, Biryani",0.0
"Cuisines_North Indian, Desserts, Beverages",0.0
"Cuisines_Bakery, Ice Cream",0.0
"Cuisines_Cafe, Fast Food, Korean, Desserts",0.0
"Cuisines_Mughlai, Biryani, Chinese, Rolls, BBQ",0.0
"Cuisines_Chinese, North Indian, Momos, Fast Food",0.0
"Cuisines_Cafe, North Indian",0.0
"Cuisines_Fast Food, Sandwich, Beverages",0.0
"Cuisines_Chinese, North Indian, Thai, Fast Food, Seafood",0.0
"Cuisines_North Indian, Chinese, Mangalorean",0.0
"Cuisines_North Indian, BBQ, Desserts",0.0
"Cuisines_Chinese, North Indian, Street Food, Fast Food, South Indian",0.0
"Cuisines_Chinese, Momos, Vietnamese, Thai",0.0
"Cuisines_Fast Food, Maharashtrian, South Indian, Chinese, Beverages",0.0
"Cuisines_Parsi, North Indian, Iranian, Maharashtrian, Fast Food, Desserts, Beverages",0.0
"Cuisines_South Indian, North Indian, Chinese, Andhra",0.0
"Cuisines_Burger, South Indian, Street Food",0.0
"Cuisines_Mithai, North Indian, Chinese",0.0
"Cuisines_Chinese, Fast Food, Italian, Momos",0.0
"Cuisines_Biryani, Fast Food, Momos",0.0
"Cuisines_North Indian, Italian, Mexican",0.0
"Cuisines_Raw Meats, Fast Food",0.0
"Cuisines_Continental, North Indian, Healthy Food",0.0
"Cuisines_Fast Food, Sandwich, Burger",0.0
"Cuisines_North Indian, Chinese, Arabian",0.0
"Cuisines_North Indian, Mughlai, Kebab, Chinese, Biryani",0.0
"Cuisines_Mexican, Italian, Chinese",0.0
"Cuisines_European, Asian, Continental, Italian",0.0
"Cuisines_Chinese, Fast Food, Beverages",0.0
"Cuisines_Cafe, Fast Food, Desserts, Beverages",0.0
"Cuisines_North Indian, Mughlai, Chinese, Beverages",0.0
"Cuisines_Maharashtrian, Fast Food",0.0
"Cuisines_North Indian, Street Food, South Indian",0.0
"Cuisines_Biryani, Mughlai, Hyderabadi, Desserts",0.0
"Cuisines_Chinese, Italian, Japanese",0.0
"Cuisines_Chinese, North Indian, Rolls",0.0
"Cuisines_Salad, Healthy Food",0.0
"Cuisines_Fast Food, Street Food, Chinese, North Indian",0.0
"Cuisines_North Indian, Mughlai, Kashmiri, Afghan",0.0
"Cuisines_Beverages, Bubble Tea, Tea",0.0
"Cuisines_North Indian, Chinese, Mexican, Italian",0.0
"Cuisines_North Indian, Fast Food, South Indian, Chinese",0.0
"Cuisines_Cafe, Desserts, Tea",0.0
"Cuisines_Chinese, North Indian, Pizza",0.0
"Cuisines_Italian, American, Continental",0.0
"Cuisines_Fast Food, Beverages, Ice Cream",0.0
"Cuisines_Italian, European",0.0
"Cuisines_North Indian, Fast Food, Chinese, Beverages",0.0
"Cuisines_North Indian, Chinese, Fast Food, Naga",0.0
"Cuisines_North Indian, Chinese, Pizza",0.0
"Cuisines_Rolls, Momos",0.0
"Cuisines_Hyderabadi, North Indian, Chinese, Biryani",0.0
"Cuisines_Asian, Nepalese, Momos",0.0
"Cuisines_Biryani, North Indian, Mughlai, Desserts, Beverages",0.0
"Cuisines_Paan, Beverages",0.0
"Cuisines_Lebanese, Fast Food",0.0
"Cuisines_North Indian, Fast Food, Chinese, Desserts, Bakery",0.0
"Cuisines_Beverages, Tea, Fast Food",0.0
"Cuisines_Continental, North Indian, Italian, Asian",0.0
"Cuisines_Modern Indian, North Indian, Asian, Continental, Mughlai, Bar Food",0.0
"Cuisines_Fast Food, Juices, Beverages, Pizza",0.0
"Cuisines_Italian, Pizza",0.0
"Cuisines_Mithai, North Indian, South Indian, Street Food",0.0
"Cuisines_Asian, Japanese, Sushi",0.0
"Cuisines_North Indian, Continental, Pizza, Chinese, Beverages",0.0
"Cuisines_Bengali, Chinese, Fast Food",0.0
"Cuisines_North Indian, Chinese, American",0.0
"Cuisines_North Indian, Chinese, Kebab, Biryani",0.0
"Cuisines_Finger Food, Continental",0.0
"Cuisines_Continental, North Indian, European, Asian, Italian, Seafood",0.0
"Cuisines_Fast Food, Chinese, North Indian, South Indian",0.0
"Cuisines_North Indian, Mughlai, South Indian, Chinese",0.0
"Cuisines_Mithai, North Indian, Street Food, Chinese",0.0
"Cuisines_Chinese, Rolls, Fast Food",0.0
"Cuisines_North Indian, South Indian, Chinese, Mithai",0.0
"Cuisines_Chinese, Continental",0.0
"Cuisines_Asian, Thai, Chinese, Salad",0.0
"Cuisines_Cafe, Desserts, Bakery, Momos",0.0
"Cuisines_Italian, Desserts",0.0
"Cuisines_Healthy Food, Salad, Juices",0.0
